lhub_ts,Account_Name,_time,index,New_Process_ID,Process_Command_Line,Creator_Process_ID,New_Process_Name,Security_ID,ComputerName,Creator_Process_Name,Account_Domain
1.56094E+12,"SERVERTEST$,-",2019-06-19T04:34:46.000-05:00,bene,0x1adc,\??\C:\Windows\system32\conhost.exe 0xffffffff,0x1118,C:\Windows\System32\conhost.exe,"S-1-5-18,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56094E+12,"SERVERTEST$,-",2019-06-19T04:34:46.000-05:00,bene,0x1118,"C:\Windows\System32\Essentials\RunTask.exe /asm:""C:\Windows\Microsoft.Net\assembly\GAC_MSIL\AlertFramework\v4.0_6.3.0.0__31bf3856ad364e35\AlertFramework.dll"" /class:Microsoft.WindowsServerSolutions.NetworkHealth.AlertFramework.HealthScheduledTask /method:EvaluateAlertsTaskAction /task:""Alert Evaluations""",0x21c,C:\Windows\System32\Essentials\RunTask.exe,"S-1-5-18,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56094E+12,SPLUNK2$,2019-06-19T04:33:56.000-05:00,local,0x3018,"""C:\WINDOWS\system32\SearchFilterHost.exe"" 0 772 776 784 8192 780",0xf60,C:\Windows\System32\SearchFilterHost.exe,admin,Splunk2,C:\Windows\System32\SearchIndexer.exe,WORKGROUP
1.56094E+12,SPLUNK2$,2019-06-19T04:33:56.000-05:00,local,0x1450,"""C:\WINDOWS\system32\SearchProtocolHost.exe"" Global\UsGthrFltPipeMssGthrPipe289_ Global\UsGthrCtrlFltPipeMssGthrPipe289 1 -2147483646 ""Software\Microsoft\Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc"" ""DownLevelDaemon""",0xf60,C:\Windows\System32\SearchProtocolHost.exe,admin,Splunk2,C:\Windows\System32\SearchIndexer.exe,WORKGROUP
1.56094E+12,"ben,-",2019-06-19T04:33:33.000-05:00,bene,0x1ab4,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1300,2772169660324377946,1072921058181861210,131072 --disable-gpu-compositing --lang=en-US --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=15491158853351856551 --renderer-client-id=3886 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=9588 /prefetch:1",0x630,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,"S-1-5-21-4074083065-1943752578-90242396-1117,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56094E+12,Gord,2019-06-19T04:33:16.000-05:00,local,0x2110,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1836,14607855324383857227,15415048851676924760,131072 --lang=en-US --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=11361394333108767224 --renderer-client-id=3074 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=10552 /prefetch:1",0x2020,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,admin,Splunk2,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,SPLUNK2
1.56094E+12,SPLUNK2$,2019-06-19T04:31:33.000-05:00,local,0x1da8,C:\Windows\System32\RuntimeBroker.exe -Embedding,0x1ec,C:\Windows\System32\RuntimeBroker.exe,admin,Splunk2,C:\Windows\System32\svchost.exe,WORKGROUP
1.56094E+12,SPLUNK2$,2019-06-19T04:31:33.000-05:00,local,0x36fc,"""C:\WINDOWS\system32\backgroundTaskHost.exe"" -ServerName:App.AppXmtcan0h2tfbfy7k9kn8hbxb6dmzz1zh0.mca",0x1ec,C:\Windows\System32\backgroundTaskHost.exe,admin,Splunk2,C:\Windows\System32\svchost.exe,WORKGROUP
1.56094E+12,SPLUNK2$,2019-06-19T04:30:52.000-05:00,local,0x20d4,C:\Windows\System32\RuntimeBroker.exe -Embedding,0x1ec,C:\Windows\System32\RuntimeBroker.exe,admin,Splunk2,C:\Windows\System32\svchost.exe,WORKGROUP
1.56094E+12,SPLUNK2$,2019-06-19T04:30:52.000-05:00,local,0x351c,"""C:\WINDOWS\system32\backgroundTaskHost.exe"" -ServerName:App.AppXmtcan0h2tfbfy7k9kn8hbxb6dmzz1zh0.mca",0x1ec,C:\Windows\System32\backgroundTaskHost.exe,admin,Splunk2,C:\Windows\System32\svchost.exe,WORKGROUP
1.56094E+12,"ben,-",2019-06-19T04:30:33.000-05:00,bene,0x3054,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1300,2772169660324377946,1072921058181861210,131072 --disable-gpu-compositing --lang=en-US --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=12983421188489652934 --renderer-client-id=3885 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=9468 /prefetch:1",0x630,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,"S-1-5-21-4074083065-1943752578-90242396-1117,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56094E+12,Gord,2019-06-19T04:29:16.000-05:00,local,0x1b78,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1836,14607855324383857227,15415048851676924760,131072 --lang=en-US --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=295750235258817312 --renderer-client-id=3073 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=9056 /prefetch:1",0x2020,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,admin,Splunk2,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,SPLUNK2
1.56094E+12,"ben,-",2019-06-19T04:28:27.000-05:00,bene,0x1a00,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1300,2772169660324377946,1072921058181861210,131072 --disable-gpu-compositing --lang=en-US --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=13286924640889988773 --renderer-client-id=3884 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=8480 /prefetch:1",0x630,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,"S-1-5-21-4074083065-1943752578-90242396-1117,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56094E+12,Gord,2019-06-19T04:27:16.000-05:00,local,0x378c,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1836,14607855324383857227,15415048851676924760,131072 --lang=en-US --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=7139627475408879673 --renderer-client-id=3072 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=11004 /prefetch:1",0x2020,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,admin,Splunk2,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,SPLUNK2
1.56094E+12,SPLUNK2$,2019-06-19T04:26:52.000-05:00,local,0x180c,C:\WINDOWS\system32\svchost.exe -k appmodel -p -s camsvc,0x37c,C:\Windows\System32\svchost.exe,admin,Splunk2,C:\Windows\System32\services.exe,WORKGROUP
1.56094E+12,"ben,-",2019-06-19T04:25:28.000-05:00,bene,0x36b4,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1300,2772169660324377946,1072921058181861210,131072 --disable-gpu-compositing --lang=en-US --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=7245060439111094547 --renderer-client-id=3883 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=2176 /prefetch:1",0x630,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,"S-1-5-21-4074083065-1943752578-90242396-1117,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56094E+12,"SERVERTEST$,-",2019-06-19T04:25:03.000-05:00,bene,0x2768,"""C:\Windows\system32\SearchFilterHost.exe"" 0 600 604 612 65536 608",0x1910,C:\Windows\System32\SearchFilterHost.exe,"S-1-5-18,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56094E+12,"SERVERTEST$,-",2019-06-19T04:25:03.000-05:00,bene,0x226c,"""C:\Windows\system32\SearchProtocolHost.exe"" Global\UsGthrFltPipeMssGthrPipe544_ Global\UsGthrCtrlFltPipeMssGthrPipe544 1 -2147483646 ""Software\Microsoft\Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc"" ""DownLevelDaemon""",0x1910,C:\Windows\System32\SearchProtocolHost.exe,"S-1-5-18,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56094E+12,"SERVERTEST$,-",2019-06-19T04:24:47.000-05:00,bene,0x1f7c,\??\C:\Windows\system32\conhost.exe 0xffffffff,0x156c,C:\Windows\System32\conhost.exe,"S-1-5-18,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56094E+12,"SERVERTEST$,-",2019-06-19T04:24:47.000-05:00,bene,0x156c,"C:\Windows\System32\Essentials\RunTask.exe /asm:""C:\Program Files\Windows Server\Bin\WebApps\MacWebService\bin\Microsoft.WindowsServerSolutions.MacIntegration.MacWebService.dll"" /class:Microsoft.WindowsServerSolutions.MacIntegration.MacTasks /method:SetOnlineOffline /task:""Macintosh Status Report""",0x21c,C:\Windows\System32\Essentials\RunTask.exe,"S-1-5-18,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56094E+12,"ben,-",2019-06-19T04:23:21.000-05:00,bene,0x1b58,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1300,2772169660324377946,1072921058181861210,131072 --disable-gpu-compositing --lang=en-US --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=6534083740683072569 --renderer-client-id=3882 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=7628 /prefetch:1",0x630,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,"S-1-5-21-4074083065-1943752578-90242396-1117,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56094E+12,Gord,2019-06-19T04:23:16.000-05:00,local,0x2494,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1836,14607855324383857227,15415048851676924760,131072 --lang=en-US --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=17669567943040447623 --renderer-client-id=3071 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=6648 /prefetch:1",0x2020,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,admin,Splunk2,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,SPLUNK2
1.56094E+12,Gord,2019-06-19T04:21:16.000-05:00,local,0x610,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1836,14607855324383857227,15415048851676924760,131072 --lang=en-US --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=15627929639774822815 --renderer-client-id=3070 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=2916 /prefetch:1",0x2020,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,admin,Splunk2,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,SPLUNK2
1.56094E+12,"ben,-",2019-06-19T04:20:22.000-05:00,bene,0x3520,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1300,2772169660324377946,1072921058181861210,131072 --disable-gpu-compositing --lang=en-US --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=9111453155796508858 --renderer-client-id=3881 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=6912 /prefetch:1",0x630,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,"S-1-5-21-4074083065-1943752578-90242396-1117,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56094E+12,SPLUNK2$,2019-06-19T04:20:03.000-05:00,local,0x3454,C:\WINDOWS\system32\wbem\wmiprvse.exe -secured -Embedding,0x1ec,C:\Windows\System32\wbem\WmiPrvSE.exe,admin,Splunk2,C:\Windows\System32\svchost.exe,WORKGROUP
1.56094E+12,"SERVERTEST$,SERVERTEST$",2019-06-19T04:19:48.000-05:00,bene,0x3608,"c:\windows\system32\inetsrv\w3wp.exe -ap ""WebApiService"" -v ""v4.0"" -l ""webengine4.dll"" -a \\.\pipe\iisipm7824b4de-57ad-44b8-b95b-a071853582da -h ""C:\inetpub\temp\apppools\WebApiService\WebApiService.config"" -w """" -m 0 -t 20 -ta 0",0xab8,C:\Windows\System32\inetsrv\w3wp.exe,"S-1-5-18,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,CONTOSO"
1.56094E+12,"ben,-",2019-06-19T04:18:16.000-05:00,bene,0x36e0,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1300,2772169660324377946,1072921058181861210,131072 --disable-gpu-compositing --lang=en-US --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=15422148031201802445 --renderer-client-id=3880 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=10192 /prefetch:1",0x630,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,"S-1-5-21-4074083065-1943752578-90242396-1117,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56094E+12,Gord,2019-06-19T04:17:16.000-05:00,local,0x223c,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1836,14607855324383857227,15415048851676924760,131072 --lang=en-US --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=6694642414581603111 --renderer-client-id=3069 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=10156 /prefetch:1",0x2020,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,admin,Splunk2,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,SPLUNK2
1.56094E+12,"ben,-",2019-06-19T04:15:17.000-05:00,bene,0x1c28,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1300,2772169660324377946,1072921058181861210,131072 --disable-gpu-compositing --lang=en-US --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=4601794629752435913 --renderer-client-id=3879 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=9460 /prefetch:1",0x630,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,"S-1-5-21-4074083065-1943752578-90242396-1117,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56094E+12,Gord,2019-06-19T04:15:16.000-05:00,local,0x3440,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1836,14607855324383857227,15415048851676924760,131072 --lang=en-US --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=473471728318296619 --renderer-client-id=3068 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=5212 /prefetch:1",0x2020,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,admin,Splunk2,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,SPLUNK2
1.56094E+12,"SERVERTEST$,-",2019-06-19T04:14:47.000-05:00,bene,0x334c,\??\C:\Windows\system32\conhost.exe 0xffffffff,0x1d58,C:\Windows\System32\conhost.exe,"S-1-5-18,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56094E+12,"SERVERTEST$,-",2019-06-19T04:14:47.000-05:00,bene,0x1d58,"C:\Windows\System32\Essentials\RunTask.exe /asm:""C:\Program Files\Windows Server\Bin\WebApps\MacWebService\bin\Microsoft.WindowsServerSolutions.MacIntegration.MacWebService.dll"" /class:Microsoft.WindowsServerSolutions.MacIntegration.MacTasks /method:SetOnlineOffline /task:""Macintosh Status Report""",0x21c,C:\Windows\System32\Essentials\RunTask.exe,"S-1-5-18,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56094E+12,"ben,-",2019-06-19T04:13:10.000-05:00,bene,0x1c50,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1300,2772169660324377946,1072921058181861210,131072 --disable-gpu-compositing --lang=en-US --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=3660532123806794398 --renderer-client-id=3878 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=9168 /prefetch:1",0x630,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,"S-1-5-21-4074083065-1943752578-90242396-1117,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56094E+12,SPLUNK2$,2019-06-19T04:11:52.000-05:00,local,0x13cc,C:\WINDOWS\system32\svchost.exe -k appmodel -p -s camsvc,0x37c,C:\Windows\System32\svchost.exe,admin,Splunk2,C:\Windows\System32\services.exe,WORKGROUP
1.56094E+12,Gord,2019-06-19T04:11:16.000-05:00,local,0x2b5c,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1836,14607855324383857227,15415048851676924760,131072 --lang=en-US --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=13396432342298124952 --renderer-client-id=3067 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=3608 /prefetch:1",0x2020,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,admin,Splunk2,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,SPLUNK2
1.56094E+12,"ben,-",2019-06-19T04:10:11.000-05:00,bene,0x1abc,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1300,2772169660324377946,1072921058181861210,131072 --disable-gpu-compositing --lang=en-US --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=2663925090676315507 --renderer-client-id=3877 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=1188 /prefetch:1",0x630,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,"S-1-5-21-4074083065-1943752578-90242396-1117,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56094E+12,"SERVERTEST$,-",2019-06-19T04:10:03.000-05:00,bene,0x2458,"""C:\Windows\system32\SearchFilterHost.exe"" 0 600 604 612 65536 608",0x1910,C:\Windows\System32\SearchFilterHost.exe,"S-1-5-18,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56094E+12,"SERVERTEST$,-",2019-06-19T04:10:03.000-05:00,bene,0x1c14,"""C:\Windows\system32\SearchProtocolHost.exe"" Global\UsGthrFltPipeMssGthrPipe543_ Global\UsGthrCtrlFltPipeMssGthrPipe543 1 -2147483646 ""Software\Microsoft\Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc"" ""DownLevelDaemon""",0x1910,C:\Windows\System32\SearchProtocolHost.exe,"S-1-5-18,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56094E+12,Gord,2019-06-19T04:09:16.000-05:00,local,0x3698,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1836,14607855324383857227,15415048851676924760,131072 --lang=en-US --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=11350842362733703084 --renderer-client-id=3066 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=4408 /prefetch:1",0x2020,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,admin,Splunk2,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,SPLUNK2
1.56094E+12,"ben,-",2019-06-19T04:08:04.000-05:00,bene,0x2414,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1300,2772169660324377946,1072921058181861210,131072 --disable-gpu-compositing --lang=en-US --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=17809767992027937086 --renderer-client-id=3876 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=1188 /prefetch:1",0x630,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,"S-1-5-21-4074083065-1943752578-90242396-1117,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56094E+12,Gord,2019-06-19T04:05:16.000-05:00,local,0x1438,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1836,14607855324383857227,15415048851676924760,131072 --lang=en-US --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=14499854915503521639 --renderer-client-id=3065 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=9792 /prefetch:1",0x2020,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,admin,Splunk2,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,SPLUNK2
1.56094E+12,"ben,-",2019-06-19T04:05:05.000-05:00,bene,0x35e0,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1300,2772169660324377946,1072921058181861210,131072 --disable-gpu-compositing --lang=en-US --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=7651050562115666094 --renderer-client-id=3875 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=5788 /prefetch:1",0x630,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,"S-1-5-21-4074083065-1943752578-90242396-1117,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56094E+12,"SERVERTEST$,SERVERTEST$",2019-06-19T04:04:47.000-05:00,bene,0x2e3c,C:\Windows\system32\sppsvc.exe,0x2dc,C:\Windows\System32\sppsvc.exe,"S-1-5-18,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,CONTOSO"
1.56094E+12,"SERVERTEST$,-",2019-06-19T04:04:47.000-05:00,bene,0x135c,\??\C:\Windows\system32\conhost.exe 0xffffffff,0x2164,C:\Windows\System32\conhost.exe,"S-1-5-18,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56094E+12,"SERVERTEST$,-",2019-06-19T04:04:47.000-05:00,bene,0x2164,"C:\Windows\System32\Essentials\RunTask.exe /asm:""C:\Program Files\Windows Server\Bin\WebApps\MacWebService\bin\Microsoft.WindowsServerSolutions.MacIntegration.MacWebService.dll"" /class:Microsoft.WindowsServerSolutions.MacIntegration.MacTasks /method:SetOnlineOffline /task:""Macintosh Status Report""",0x21c,C:\Windows\System32\Essentials\RunTask.exe,"S-1-5-18,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56094E+12,"SERVERTEST$,-",2019-06-19T04:04:46.000-05:00,bene,0x1794,\??\C:\Windows\system32\conhost.exe 0xffffffff,0x1048,C:\Windows\System32\conhost.exe,"S-1-5-18,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56094E+12,"SERVERTEST$,-",2019-06-19T04:04:46.000-05:00,bene,0x1048,"C:\Windows\System32\Essentials\RunTask.exe /asm:""C:\Windows\Microsoft.Net\assembly\GAC_MSIL\AlertFramework\v4.0_6.3.0.0__31bf3856ad364e35\AlertFramework.dll"" /class:Microsoft.WindowsServerSolutions.NetworkHealth.AlertFramework.HealthScheduledTask /method:EvaluateAlertsTaskAction /task:""Alert Evaluations""",0x21c,C:\Windows\System32\Essentials\RunTask.exe,"S-1-5-18,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56094E+12,SPLUNK2$,2019-06-19T04:03:57.000-05:00,local,0x18e0,"""C:\WINDOWS\system32\SearchFilterHost.exe"" 0 772 776 784 8192 780",0xf60,C:\Windows\System32\SearchFilterHost.exe,admin,Splunk2,C:\Windows\System32\SearchIndexer.exe,WORKGROUP
1.56094E+12,SPLUNK2$,2019-06-19T04:03:57.000-05:00,local,0x2fe4,"""C:\WINDOWS\system32\SearchProtocolHost.exe"" Global\UsGthrFltPipeMssGthrPipe288_ Global\UsGthrCtrlFltPipeMssGthrPipe288 1 -2147483646 ""Software\Microsoft\Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc"" ""DownLevelDaemon""",0xf60,C:\Windows\System32\SearchProtocolHost.exe,admin,Splunk2,C:\Windows\System32\SearchIndexer.exe,WORKGROUP
1.56093E+12,Gord,2019-06-19T04:03:16.000-05:00,local,0x30a4,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1836,14607855324383857227,15415048851676924760,131072 --lang=en-US --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=14531927133742880348 --renderer-client-id=3064 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=10380 /prefetch:1",0x2020,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,admin,Splunk2,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,SPLUNK2
1.56093E+12,"ben,-",2019-06-19T04:02:59.000-05:00,bene,0x1618,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1300,2772169660324377946,1072921058181861210,131072 --disable-gpu-compositing --lang=en-US --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=6434589631308729973 --renderer-client-id=3874 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=3004 /prefetch:1",0x630,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,"S-1-5-21-4074083065-1943752578-90242396-1117,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
